Column1,DIRECTORIO,DIRECTORIO_HOG,DIRECTORIO_PER,NVCAP99,DPTOMPIO,FEX_C,LOCALIDAD_TEX,COD_UPZ,CODLOCALIDAD,NVCBP1,NVCBP2,NVCBP3,NVCBP4,NVCBP5,NVCBP6,NVCBP7,NVCBP8A,NVCBP8B,NVCBP8C,NVCBP8E,NVCBP8F,NVCBP10,NVCBP11AA,NVCBP11DA,NVCBP13,NVCBP14A,NVCBP14C,NVCBP14D,NVCBP14E,NVCBP14F,NVCBP14G,NVCBP14I,NVCBP14K,NVCBP15A,NVCBP15C,NVCBP15D,NVCBP15E,NVCBP15F,NVCBP15G,NVCBP15H,NHCCP1,NHCCP2,NHCCP3,NHCCP5,NHCCP6,NHCCP7,NHCCP9,NHCCP10,NHCCP11,NHCCP12,NHCCP14,NHCCP14A,NHCCP15A,NHCCPCTRL2,NHCCP19,NHCCP20,NHCCP20A,NHCCP24,NHCCP26,NHCCP26A,NHCCP28A,NHCCP29A,NHCCP32,NHCCP35A,NHCCP38,NHCCP393,NHCCP39C,NHCCP39D,NHCCP39E,NHCCP39F,NHCCP39G,NHCCP399,NHCCP40A,NHCCP40D,NHCCP40E,NHCCP40F,NHCCP40G,NHCCP40H,NHCCP40I,NHCCP40J,NHCCP40K,NHCCP40L,NHCCP41,NHCCP41A,NHCCP41B,NHCCP42,NHCCP42A,NHCCP42CB,NHCCP44,NHCCP44B,NHCCP45,NHCCP45A,NHCCP45B,NHCCP46A,NHCCP46B,NHCCP46C,NHCCP46D,NHCCP46E,NHCCP46F,NHCCP46G,NHCCP46H,NHCCP46I,NHCCP46J,NHCCP46K,NHCCP46L,NHCCP46M,NHCDP1,NHCDP2,NHCDP2A,NHCDP2B,NHCDP3,NHCDP4,NHCDP4A,NHCDP4B,NHCDP5,NHCDP6,NHCDP6A,NHCDP6B,NHCDP7,NHCDP7A,NHCDP10,NHCDP10A,NHCDP11,NHCDP11B,NHCDP13,NHCDP15,NHCDP17,NHCDP17A,NHCDP18,NHCDP18B,NHCDP20,NHCDP21,NHCDP23,NHCDP23B,NHCDP24,NHCDP25,NHCDP25A,NHCDP26,NHCDP26A,NHCDP27,NHCDP27B,NHCDP29,NHCDP29B,NHCDP30A,NHCDP30B,NHCDP31,NHCDP32,NHCDP32B,ORDEN.E,NPCEP4,NPCEP5,NPCEP6,NPCEP7,NPCEP8A,NPCEP9,NPCEP9A,NPCEP9B,NPCEP10,NPCEP11A,NPCEP11AA,NPCEP11AB,NPCEP11AC,NPCEP11,NPCEP13,NPCEP13A,NPCEP13B,NPCEP13C,NPCEP15,NPCEP16A1,NPCEP16AA,NPCEP16AB,NPCEP16B1,NPCEP18,NPCEP19,NPCEP21,NPCEP21A,NPCEP22,NPCEP22A,NPCEP24,NPCEP24A,NPCEP25,NPCEP25A,NPCEP26,NPCEP5A,ORDEN.F,NPCFP2,NPCFP3,NPCFP5,NPCFP7,NPCFP8,NPCFP8A,NPCFP9,NPCFP11,NPCFP11A,NPCFP12,NPCFP14A,NPCFP14B,NPCFP14D,NPCFP14E,NPCFP14J,NPCFP15,NPCFP16,NPCFP18,NPCFP19,NPCFP20,NPCFP22,NPCFP23,NPCFP24,NPCFP24A,NPCFP24B,NPCFP26,NPCFP26A,NPCFP27,NPCFP29,NPCFP30,NPCFP32,NPCFP33A,NPCFP33AA,NPCFP33B,NPCFP33BA,NPCFP33C,NPCFP33CA,NPCFP33DA,NPCFP33E,NPCFP33EA,NPCFP33FA,NPCFP34,NPCFP35A,NPCFP35AA,NPCFP35BA,NPCFP36,NPCFP37,NPCFP39,NPCFP39A,NPCFP40A,NPCFP40B,NPCFP40C,NPCFP40D,NPCFP40E,NPCFP40F,NPCFP40,NPCFP42,NPCFP43A,NPCFP44,NPCFP45,ORDEN.G,ORDEN.H,NPCHP2,NPCHP3,NPCHP4,NPCHP4A,NPCHP5,NPCHP6,NPCHP6A,NPCHP7,NPCHP10,NPCHP10A,NPCHP11,NPCHP11A,NPCHP12,NPCHP13A,NPCHP13B,NPCHP14,NPCHP15A,NPCHP15B,NPCHP16,NPCHP17,NPCHP19B,NPCHP20,NPCHP20A,NPCHP20B,NPCHP21A,NPCHP21AA,NPCHP21B,NPCHP21BA,NPCHP21CA,NPCHP22,NPCHP22A,NPCHP23,NPCHP23A,NPCHP24AA,NPCHP24AB,NPCHP24BA,NPCHP24BB,NPCHP28A,NPCHP28B,NPCHP31AA,NPCHP31AB,NPCHP31BA,NPCHP31BB,NPCHP31CA,NPCHP31CB,NPCHP31DA,NPCHP31DB,NPCHP31EA,NPCHP31EB,NPCHP31FA,NPCHP31FB,NPCHP32,NPCHP32A,NPCHP33,NPCHP34,NPCHP34A,NPCHP35A,NPCHP35C,NPCHP35E,NPCHP35I
369,110272,1102721,11027213,21SEP2017:00:00:00,11001,99.416.355.112,TEUSAQUILLO,107.0,13.0,4,1.0,1,1,1,6,1.0,2,2,2,2,2,2,4.0,3.0,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,1.0,2.5e+08,1994.0,,1700000,,2,3.0,1,230000,,3,4,2,2,,2.0,,,,2.0,2.0,1,2,2,1,2,2,2,2,1,2,1,1,2,1,2,1,1,2,2,,,,,,2,,2,,,5.0,5.0,3,40,7,7,3,15,45,30,15,5,30,1,44791,2.0,1.0,1,41398,2.0,1.0,1,27570,2.0,1.0,2.0,,2.0,,57200,1.0,2.0,1,2.0,,32770,2.0,2.0,1,170000,1.0,2,1,2.0,2,,1,1.0,170000,1.0,,,1.0,170000,1.0,3,43,1,7,4.0,,3,41.0,41001.0,1.0,2,41.0,41551.0,,2,2.0,,,,,1.0,,,,,,2,,8.0,,2,,4.0,,2.0,1,3,1.0,,,2.0,3.0,5.0,30.0,,,2,2,2,2,2,2,3,2,,,,,,,,,2,,,,2,,1,2900,2,,2,,,2,,,0,2,,,2.0,,,,,,2.0,2.0,2.0,2.0,,,,,,,3.0,2.0,,9.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,10.0,10.0,35.0,14.0,,,2.0,2.0,0.0,0.0,,,,,,2.0,2.0,2.0,2.0
370,110314,1103141,11031411,23SEP2017:00:00:00,11001,89.057.721.386,TEUSAQUILLO,101.0,13.0,2,1.0,2,1,1,5,2.0,2,2,2,2,2,2,4.0,3.0,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,,,,,,,1600000,2,2.0,2,,,2,3,2,2,,2.0,,,,2.0,2.0,2,1,2,1,2,2,2,1,1,1,1,1,2,1,1,2,1,2,1,1.0,0.0,1.0,1.0,,2,,2,,,10.0,5.0,5,40,5,5,5,5,4,20,5,5,10,1,80000,2.0,2.0,1,98,,,1,98,,,2.0,,2.0,,32000,2.0,2.0,1,2.0,,7000,2.0,1.0,1,59500,2.0,1,1,3.0,1,1.0,1,2.0,98,,1.0,1.0,,,,1,28,1,1,5.0,,2,,,1.0,1,,,,1,,,,,,2.0,1.0,1.0,1.0,,,2,,2.0,,2,,1.0,4.0,2.0,1,1,1.0,,120000,2.0,3.0,5.0,10.0,75000,1.0,2,2,1,2,2,2,3,2,,,,,,,,,2,,,,2,,2,,2,,2,,,2,,,0,2,,,1.0,,2.0,,,,,2.0,2.0,2.0,,,,1.0,1.0,,1.0,2.0,2.0,9.0,7.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,2.0,30.0,20.0,25.0,10.0,,,5.0,1.0,5.0,0.0,,,,,,2.0,2.0,2.0,2.0
371,110343,1103431,11034311,28SEP2017:00:00:00,11001,11.378.891.916,TEUSAQUILLO,808.0,13.0,2,2.0,1,2,1,5,2.0,1,2,2,2,2,2,4.0,3.0,4,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,3,,,,,,,1500000,2,3.0,1,229000,,3,5,2,2,,2.0,,,,2.0,2.0,1,1,2,2,1,2,2,1,1,1,1,1,2,1,2,1,1,2,1,1.0,0.0,1.0,1.0,,2,,1,1.0,0.0,10.0,2.0,3,99,1,10,99,5,6,12,99,9,10,1,"1,00E+05",2.0,2.0,1,40000,2.0,2.0,1,30000,2.0,2.0,2.0,,2.0,,90000,2.0,2.0,1,2.0,,25000,2.0,1.0,1,25000,2.0,1,1,1.0,1,1.0,1,1.0,130000,2.0,,,1.0,60000,2.0,1,68,1,1,6.0,2.0,3,73.0,73055.0,1.0,2,73.0,73055.0,,2,2.0,,,,,1.0,,,,,,3,,4.0,,3,,8.0,,2.0,1,1,1.0,,370000,2.0,2.0,,20.0,,,3,2,1,2,2,2,1,1,2.0,1.0,2.0,,,,,,2,,,,1,1.0,2,,1,7000,2,,,2,,,"2,00E+05",2,,,4.0,6.0,1.0,2.0,,,2.0,1.0,2.0,1.0,,,,,,,1.0,2.0,,11.0,4.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.0,0.0,0.0,7.0,7.0,,,0.0,1.0,3.0,3.0,,,,,,2.0,2.0,2.0,2.0
372,110444,1104441,11044412,23SEP2017:00:00:00,11001,33.877.066.822,RAFAEL URIBE URIBE,39.0,18.0,4,1.0,1,2,1,2,,2,2,1,2,2,2,3.0,3.0,4,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,,1.0,3.8e+08,2014.0,2.65e+08,650000,,2,1.0,3,,,5,3,2,2,,2.0,,,,2.0,2.0,1,1,2,2,1,2,2,2,1,1,1,1,2,1,2,1,1,2,2,,,,,,2,,1,2.0,2.0,5.0,5.0,5,5,5,3,5,15,30,30,30,10,30,1,140000,2.0,2.0,1,98,,,1,98,,,1.0,3.0,1.0,3.0,156000,2.0,2.0,1,2.0,,52000,2.0,1.0,1,114000,2.0,1,2,,2,,1,2.0,98,,,,1.0,98,,2,55,2,2,6.0,1.0,3,41.0,41799.0,2.0,2,41.0,41799.0,,2,2.0,,,,,2.0,1.0,18.0,7.0,,,3,,99.0,,3,,99.0,,1.0,2,2,1.0,,,2.0,4.0,5.0,20.0,,,3,2,2,2,1,2,3,2,,,,,,,,,2,,,,2,,2,,2,,1,2900,,2,,,20000,2,,,4.0,3.0,,,1.0,1.0,,1.0,2.0,1.0,,,,,,,2.0,2.0,,5.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,0.0,20.0,8.0,,,0.0,1.0,0.0,0.0,,,,,,2.0,2.0,2.0,2.0
373,110449,1104491,11044915,25SEP2017:00:00:00,11001,34.701.031.248,RAFAEL URIBE URIBE,39.0,18.0,4,1.0,1,2,1,2,,2,2,2,2,2,2,3.0,3.0,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,,2.0,"2,00E+08",2007.0,,"5,00E+05",,2,3.0,3,,,5,5,4,4,,2.0,,,,1.0,1.0,1,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,,,,,,2,,2,,,5.0,5.0,5,5,5,3,10,10,10,30,30,5,30,1,"3,00E+05",2.0,2.0,1,98,,,1,98,,,1.0,3.0,1.0,2.0,"1,00E+05",2.0,2.0,1,1.0,2.0,60000,2.0,1.0,1,103000,2.0,2,1,1.0,2,,1,2.0,98,,,,1.0,98,,5,19,1,9,5.0,,2,,,1.0,1,,,,1,,,,,,1.0,,,,,,2,,4.0,,2,,4.0,,2.0,1,5,1.0,,,2.0,2.0,,20.0,,,2,2,2,2,2,2,1,2,,,,,,,,,2,,,,2,,2,,2,,2,,,2,,,0,2,,,4.0,1.0,,,,,,1.0,2.0,1.0,,,,1.0,2.0,,5.0,2.0,6.0,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,6.0,10.0,4.0,40.0,16.0,,,0.0,1.0,0.0,0.0,,,,,,2.0,2.0,2.0,2.0
374,110509,1105091,11050914,06SEP2017:00:00:00,11001,64.294.663.423,CIUDAD BOLIVAR,65.0,19.0,4,1.0,1,1,1,3,,2,2,2,2,2,1,3.0,3.0,4,2,1,2,2,2,2,2,2,1,1,1,1,2,1,2,2,"3,00E+06",1.0,1.5e+08,2005.0,,"8,00E+05",,2,1.0,3,,,5,4,3,3,,2.0,,,,2.0,3.0,1,2,2,1,1,2,1,1,1,2,2,2,2,1,2,2,1,2,1,1.0,1.0,1.0,1.0,,2,,2,,,10.0,5.0,2,30,20,2,2,10,30,40,120,1,120,1,45000,2.0,1.0,1,77264,2.0,1.0,1,44470,2.0,1.0,2.0,,2.0,,455000,1.0,2.0,1,2.0,,124820,1.0,1.0,1,80000,2.0,1,2,,2,,1,1.0,50000,2.0,,,1.0,40000,2.0,4,17,1,3,5.0,,2,,,1.0,1,,,,1,,,,,,1.0,,,,,,2,,7.0,2.0,1,1.0,,,,1,4,1.0,,,2.0,2.0,,50.0,,,3,2,2,2,2,2,1,2,,,,,,,,,2,,,,2,,2,,2,,2,,,2,,,0,2,,,1.0,,,,,,,1.0,2.0,2.0,,,,2.0,,,4.0,1.0,,,,,7.0,1.0,1.0,,,,,2.0,,,,,,,,50.0,2.0,,,1.0,"2,00E+06",2.0,,,2.0,,2.0,,,,,,,,0.0,3.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,4.0,6.0,4.0,,,,,,,,
375,110529,1105291,11052911,24SEP2017:00:00:00,11001,37.145.778.376,CIUDAD BOLIVAR,65.0,19.0,4,1.0,1,2,1,2,,2,1,2,2,2,1,3.0,3.0,4,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,,1.0,3.5e+08,1996.0,,1200000,,2,1.0,3,,,4,5,4,4,,2.0,,,,2.0,5.0,1,1,1,1,1,2,1,2,1,2,1,2,2,1,1,2,1,2,2,,,,,,1,0.0,1,2.0,0.0,10.0,10.0,5,15,2,1,2,30,60,50,60,2,30,1,30879,2.0,1.0,1,34879,2.0,1.0,1,22230,2.0,1.0,2.0,,2.0,,77290,1.0,2.0,1,2.0,,33220,1.0,1.0,1,30000,1.0,2,1,1.0,2,,1,1.0,45000,1.0,,,1.0,35000,1.0,1,50,2,1,4.0,,3,52.0,52001.0,1.0,2,52.0,52001.0,,2,2.0,,,,,1.0,,,,,,3,,2.0,,2,,2.0,,1.0,2,1,1.0,,103380,2.0,2.0,,30.0,,,2,2,2,2,2,2,1,2,,,,,,,,,2,,,,2,,2,,2,,2,,,2,,,0,2,,,4.0,3.0,,,1.0,2.0,,1.0,2.0,1.0,,,,,,,1.0,2.0,,6.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,8.0,8.0,,,0.0,1.0,1.0,1.0,,,,,,2.0,2.0,2.0,2.0
376,110529,1105291,11052912,24SEP2017:00:00:00,11001,37.145.778.376,CIUDAD BOLIVAR,65.0,19.0,4,1.0,1,2,1,2,,2,1,2,2,2,1,3.0,3.0,4,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,,1.0,3.5e+08,1996.0,,1200000,,2,1.0,3,,,4,5,4,4,,2.0,,,,2.0,5.0,1,1,1,1,1,2,1,2,1,2,1,2,2,1,1,2,1,2,2,,,,,,1,0.0,1,2.0,0.0,10.0,10.0,5,15,2,1,2,30,60,50,60,2,30,1,30879,2.0,1.0,1,34879,2.0,1.0,1,22230,2.0,1.0,2.0,,2.0,,77290,1.0,2.0,1,2.0,,33220,1.0,1.0,1,30000,1.0,2,1,1.0,2,,1,1.0,45000,1.0,,,1.0,35000,1.0,2,25,1,3,5.0,,2,,,1.0,1,,,,1,,,,,,1.0,,,,,,3,,6.0,,1,1.0,,,2.0,1,2,,5.0,,,,,,,,2,2,2,2,2,2,3,2,,,,,,,,,2,,,,2,,2,,2,,2,,,2,,,0,2,,,4.0,2.0,1.0,1.0,,,,2.0,2.0,2.0,,,,1.0,1.0,,2.0,2.0,2.0,6.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,8.0,10.0,,,0.0,1.0,0.0,0.0,,,,,,2.0,2.0,2.0,2.0
377,110555,1105551,11055513,23SEP2017:00:00:00,11001,68.806.234.386,KENNEDY,48.0,8.0,2,1.0,1,2,1,2,,1,2,2,2,2,2,2.0,3.0,4,1,2,2,1,1,2,2,1,2,1,2,2,2,2,1,1,,2.0,"1,00E+08",1998.0,,"4,00E+05",,2,1.0,3,,,3,3,2,2,,2.0,,,,1.0,1.0,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1.0,0.0,1.0,1.0,,2,,1,1.0,0.0,5.0,5.0,5,60,3,3,2,20,10,10,15,5,10,1,70000,2.0,2.0,1,70000,2.0,2.0,1,70000,2.0,2.0,2.0,,2.0,,35000,2.0,2.0,1,2.0,,4000,2.0,1.0,1,25000,2.0,1,1,1.0,1,1.0,1,2.0,30000,2.0,,,1.0,25000,2.0,3,9,1,3,,,2,,,1.0,1,,,,1,,,,,,1.0,,,,,,1,1.0,,,1,2.0,,,,1,3,1.0,,,2.0,3.0,2.0,20.0,,,2,2,2,2,2,2,1,2,,,,,,,,,2,,,,2,,1,8000,2,,2,,,2,,,0,2,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,,2.0,4.0,,1.0,265000,1.0,156000,1.0,,,7.0,98,,,1.0,30.0,2.0,,,1.0,"5,00E+05",1.0,"5,00E+05",,1.0,120000,1.0,12000,,,,,,,0.0,8.0,0.0,0.0,30.0,16.0,15.0,0.0,4.0,15.0,4.0,1.0,2.0,,58.0,2.0,,,,,
378,110578,1105781,11057811,27SEP2017:00:00:00,11001,64.974.065.475,KENNEDY,48.0,8.0,4,1.0,1,2,1,4,2.0,2,2,2,2,2,2,2.0,3.0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1.0,"2,00E+08",2003.0,,"4,00E+05",,2,1.0,3,,,3,4,2,2,,2.0,,,,2.0,2.0,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,,2,,2,,,5.0,5.0,5,15,10,10,5,15,5,5,5,5,15,1,"1,00E+05",2.0,2.0,1,30000,2.0,2.0,1,20000,2.0,2.0,2.0,,2.0,,50000,2.0,2.0,1,2.0,,30000,2.0,1.0,1,20000,2.0,1,1,1.0,1,1.0,1,2.0,80000,2.0,,,1.0,40000,2.0,1,44,2,1,4.0,,3,13.0,13440.0,1.0,2,13.0,13440.0,,1,,,,,,1.0,,,,,,2,,99.0,,2,,2.0,,1.0,2,1,1.0,,,2.0,3.0,5.0,20.0,,,2,2,2,2,2,2,3,2,,,,,,,,,2,,,,2,,1,15000,2,,2,,,2,,,0,2,,,2.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,17.0,,,,1.0,2.0,,5.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,4.0,8.0,3.0,35.0,12.0,,,5.0,5.0,0.0,0.0,,,,,,2.0,2.0,2.0,2.0
379,110591,1105911,11059111,05SEP2017:00:00:00,11001,23.625.400.541,BOSA,49.0,7.0,3,3.0,1,2,2,3,,2,2,2,1,2,1,2.0,3.0,6,2,2,1,2,2,1,1,2,2,2,2,2,2,2,1,1,,2.0,"5,00E+06",1980.0,,"6,00E+05",,2,4.0,3,,,3,3,3,2,,2.0,,,,1.0,1.0,2,1,2,2,1,2,1,1,1,2,1,2,1,1,2,1,1,2,2,,,,,,1,1.0,2,,,15.0,15.0,15,19,5,10,10,45,35,49,50,35,35,1,89000,2.0,2.0,1,89000,2.0,2.0,1,89000,2.0,2.0,2.0,,2.0,,105000,2.0,2.0,1,2.0,,42000,2.0,2.0,1,250000,2.0,2,2,,2,,2,,,,1.0,1.0,,,,1,41,2,1,4.0,,1,,,,2,73.0,73268.0,,1,,,,,,1.0,,,,,,3,,10.0,,3,,99.0,,1.0,2,1,3.0,,,2.0,2.0,,20.0,,,4,1,1,1,1,2,1,2,,,,1.0,2.0,6.0,,,1,2.0,"5,00E+05",2.0,2,,1,250000,1,28000,2,,,2,,,20000,2,,"1,00E+05",4.0,1.0,,,2.0,2.0,,1.0,2.0,1.0,2.0,,,,,,1.0,2.0,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,0.0,0.0,7.0,8.0,,,0.0,0.0,0.0,0.0,,,,,,2.0,2.0,2.0,2.0
380,110620,1106201,11062012,25SEP2017:00:00:00,11001,73.991.371.091,FONTIBON,75.0,9.0,2,1.0,1,1,1,14,1.0,2,2,1,2,2,2,3.0,1.0,4,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,1400000,1.0,2.2e+08,2014.0,1.75e+08,"1,00E+06",,2,1.0,1,180000,,2,3,1,1,,2.0,,,,2.0,2.0,2,1,2,2,1,2,2,2,1,1,1,1,2,1,1,1,1,2,2,,,,,,2,,1,2.0,0.0,2.0,5.0,5,10,2,1,1,15,5,30,20,30,15,1,80000,2.0,2.0,1,98,,,1,98,,,2.0,,2.0,,30000,2.0,2.0,1,2.0,,10000,2.0,1.0,1,40000,2.0,1,1,1.0,2,,1,2.0,40000,2.0,,,1.0,40000,2.0,2,30,2,2,6.0,1.0,2,,,1.0,1,,,,1,,,,,,1.0,,,,,,2,,4.0,,2,,4.0,,1.0,2,2,1.0,,,2.0,2.0,,20.0,,,2,2,2,2,2,2,1,2,,,,,,,,,2,,,,2,,2,,2,,2,,,2,,,0,2,,,2.0,,,,2.0,,,1.0,2.0,2.0,2.0,,,,,,2.0,2.0,6.0,9.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,5.0,3.0,25.0,12.0,,,2.0,1.0,2.0,1.0,,,,,,1.0,2.0,2.0,1.0
381,110624,1106241,11062415,26SEP2017:00:00:00,11001,1.737.557.162,FONTIBON,112.0,9.0,2,1.0,1,1,1,3,,2,2,2,2,2,1,3.0,3.0,4,1,2,2,2,2,2,1,2,1,2,1,1,2,2,2,1,,1.0,1.8e+08,2002.0,,1100000,,2,1.0,1,125000,,5,5,5,4,,2.0,,,,2.0,2.0,1,2,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2,2,1,1.0,0.0,1.0,1.0,,2,,1,2.0,2.0,5.0,3.0,2,10,5,5,5,10,15,30,30,5,40,1,1100000,2.0,2.0,1,98,,,1,98,,,2.0,,2.0,,950000,2.0,2.0,1,2.0,,50000,2.0,1.0,1,155000,1.0,1,2,,2,,1,2.0,98,,,,1.0,98,,5,3,2,4,,,2,,,1.0,1,,,,1,,,,,,,,,,,,2,,4.0,,1,4.0,,,,2,5,1.0,,,2.0,2.0,,10.0,,,2,2,2,2,2,2,1,2,,,,,,,,,2,,,,2,,2,,1,210000,2,,,2,,,210000,2,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,110631,1106311,11063114,27SEP2017:00:00:00,11001,82.664.462.806,FONTIBON,112.0,9.0,2,1.0,1,1,1,3,,2,2,2,2,2,1,3.0,3.0,4,2,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,,1.0,"2,00E+08",2002.0,,"1,00E+06",,2,1.0,1,130000,,5,4,3,3,,2.0,,,,2.0,2.0,1,1,2,1,1,2,2,2,1,2,2,1,2,1,2,1,2,2,1,1.0,0.0,1.0,1.0,,2,,1,2.0,1.0,15.0,5.0,20,20,3,5,5,20,15,30,30,10,20,1,150000,2.0,2.0,1,98,,,1,98,,,2.0,,2.0,,55000,2.0,2.0,1,2.0,,42000,2.0,1.0,1,115000,1.0,1,1,1.0,2,,1,2.0,98,,,,1.0,98,,4,14,2,3,5.0,,2,,,1.0,1,,,,1,,,,,,1.0,,,,,,1,1.0,,,1,2.0,,,,2,4,2.0,,,2.0,2.0,,60.0,,,1,2,2,2,2,2,1,2,,,,,,,,,2,,,,2,,2,,2,,2,,,2,,,0,2,,,2.0,,,,,,,,,,2.0,,,,,,4.0,1.0,,,,,3.0,8.0,,1.0,165000,2.0,,2.0,,,9.0,,"3,11279E+11",,1.0,15.0,2.0,,,1.0,380000,1.0,"6,00E+05",,2.0,,2.0,,,,,,,,3.0,2.0,3.0,2.0,40.0,16.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,,,,,,,
383,110639,1106391,11063912,24SEP2017:00:00:00,11001,14.439.436.499,FONTIBON,77.0,9.0,2,1.0,1,1,1,3,,2,2,2,2,2,1,2.0,3.0,4,1,2,2,2,1,1,2,2,1,1,1,1,2,2,1,1,,1.0,"7,00E+07",2004.0,,350000,,2,3.0,1,50000,,2,4,2,2,,2.0,,,,2.0,2.0,2,2,2,1,1,2,1,1,1,1,2,2,2,1,2,1,1,2,2,,,,,,2,,1,1.0,0.0,2.0,30.0,1,5,1,1,1,30,30,120,40,40,40,1,18608,2.0,1.0,1,15714,2.0,1.0,1,10410,2.0,1.0,2.0,,2.0,,21360,1.0,2.0,1,2.0,,4000,1.0,1.0,1,20000,1.0,1,2,,2,,1,2.0,30250,1.0,,,1.0,120000,2.0,2,14,1,3,5.0,,2,,,1.0,1,,,,1,,,,,,1.0,,,,,,2,,2.0,,1,1.0,,,,1,2,1.0,,,2.0,3.0,6.0,90.0,,,2,2,2,2,2,2,2,1,0.0,5.0,,,,,,,2,,,,2,,2,,2,,2,,,2,,,50000,2,,,2.0,,,,,,,,,,,,,,,,2.0,1.0,,,,,3.0,8.0,,2.0,,1.0,"1,00E+05",1.0,,,9.0,"1,11001E+11",,,1.0,20.0,1.0,0.0,4000.0,2.0,,1.0,"4,00E+05",,1.0,30000,2.0,,,,,,,,35.0,12.0,35.0,18.0,30.0,16.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,,,,,,,
384,110730,1107301,11073014,08SEP2017:00:00:00,11001,68.465.619.219,SUBA,28.0,11.0,2,1.0,1,2,2,2,,1,2,2,2,2,1,2.0,3.0,4,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,1,,1.0,"1,00E+08",2014.0,6.5e+07,"5,00E+05",,1,,3,,,5,5,4,1,,2.0,,,,1.0,1.0,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,,,,,,1,3.0,1,1.0,0.0,45.0,15.0,10,30,30,1,15,20,25,60,30,30,15,1,23318,1.0,1.0,1,25947,1.0,1.0,1,13450,1.0,1.0,2.0,,2.0,,67000,2.0,2.0,1,2.0,,230000,2.0,1.0,1,20000,2.0,2,1,4.0,2,,1,1.0,40000,2.0,1.0,2.0,,,,4,6,2,4,,,2,,,1.0,1,,,,1,,,,,,2.0,2.0,,7.0,,,2,,1.0,1.0,1,2.0,,,,2,4,1.0,,,2.0,4.0,1.0,60.0,35000,1.0,2,2,2,1,2,2,2,1,2.0,2.0,2.0,,,,,,2,,,,2,,2,,2,,2,,,2,,,"1,00E+05",2,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,,2.0,1.0,,1.0,180000,1.0,150000,2.0,,,11.0,,"3,11001E+11",,4.0,15.0,2.0,,,1.0,350000,1.0,420000,80000,1.0,30000,2.0,,,,,,,,8.0,6.0,8.0,10.0,45.0,20.0,0.0,0.0,4.0,0.0,3.0,1.0,1.0,5.0,,,,,,,
